3.0517578125e-09,84180
6.721535282627888e-09,83938
1.4804266698542798e-08,125450
3.2606585142538564e-08,124987
7.18164172739652e-08,104816
1.5817656977944872e-07,116095
3.483859008414078e-07,65027
7.673243646281724e-07,39949
1.6900416438495763e-06,38774
3.7223381526922405e-06,15559
8.19849698580654e-06,4999
1.8057293579752912e-05,2653
3.9771418101376365e-05,1956
8.759705272600059e-05,1846
0.00019293361948328865,696
0.00042493874358256534,625
0.0009359329715636726,267
0.0020614042388201435,210
0.004540268977516799,116
0.010000000000000005,103
